auctionid,bid,bidtime,bidder,item_title,category
4099804676,2.81,5.612950838288386,user_3030,Item_9834,Collectibles
6308514806,40.72,0.9790135197312394,user_14837,Item_2896,Automotive
9763595546,4.34,0.9484684123655323,user_3972,Item_9381,Automotive
4052273870,17.67,0.7334418507537075,user_6921,Item_5842,Toys
7181903227,75.29,6.4018924173493055,user_6205,Item_3813,Jewelry
1866377394,54.55,0.4481456691761868,user_9399,Item_9151,Sporting Goods
5893391332,16.19,4.779588990948381,user_13743,Item_3433,Music
3318599822,96.99,3.3631646507251256,user_5200,Item_1882,Jewelry
9076547867,62.26,0.8769455625647763,user_9669,Item_9643,Home
7976547497,18.44,3.077167455864059,user_13124,Item_7877,Art
2269737021,205.49,2.017893432728285,user_12768,Item_8725,Sporting Goods
1453094388,59.43,3.178070418828629,user_10815,Item_8217,Music
7255768347,12.99,6.272530022345142,user_12192,Item_7098,Art
9088627133,2.82,1.3674382120644832,user_6347,Item_3807,Collectibles
5819331062,43.32,2.0514881648830494,user_13916,Item_4745,Jewelry
2168799104,18.07,5.757256427789097,user_5215,Item_8792,Home
3781807898,33.96,4.288853333953204,user_4635,Item_625,Toys
5297202296,24.93,1.218982095679442,user_11340,Item_1938,Sporting Goods
2309025538,2.37,6.501459365860307,user_10254,Item_6587,Electronics
3082328893,23.32,3.416307992980315,user_10057,Item_742,Sporting Goods
3973990112,8.82,6.620183963490077,user_2399,Item_707,Home
6234552479,18.0,0.127597772198631,user_10890,Item_6150,Electronics
2734463155,16.53,2.92184156245014,user_12458,Item_7044,Music
1278710077,35.75,3.0223093745398213,user_3724,Item_1569,Music
2090558393,47.45,2.197323869611756,user_10735,Item_9752,Music
8285571366,57.61,1.8350904799864018,user_7901,Item_2312,Home
8354146178,1.86,1.4679412171518433,user_2626,Item_224,Fashion
1636028516,182.27,4.200672301772755,user_8449,Item_7743,Collectibles
5285262775,4.67,6.588279997610941,user_8755,Item_7806,Electronics
2145815738,32.59,5.16930228130934,user_872,Item_2857,Collectibles
5194529281,12.25,1.9099460603015994,user_2950,Item_4781,Music
7060357851,47.21,3.9751965678088848,user_12761,Item_4491,Sporting Goods
5436919126,3.69,4.835945597845855,user_340,Item_3065,Toys
2482069727,212.53,3.5131610399389483,user_7360,Item_3526,Toys
3724518272,21.52,4.144977160906774,user_11053,Item_1962,Toys
7575313972,60.38,4.098763908512307,user_1820,Item_4112,Collectibles
7007905237,12.67,4.890873608191405,user_8704,Item_3542,Home
1647326920,243.0,3.0468143076262777,user_10904,Item_5218,Toys
8283460559,6.38,5.075959181675992,user_6200,Item_3219,Art
4686622978,1.41,6.164752087214775,user_2324,Item_924,Automotive
2707558823,169.95,1.984761473631349,user_5585,Item_7454,Toys
8892904807,8.07,2.1353650528911112,user_7575,Item_923,Automotive
3902066954,30.45,2.6267989140827837,user_9996,Item_8613,Sporting Goods
1897955761,214.88,1.4142872104567685,user_6308,Item_6731,Electronics
8283338537,20.36,6.760365518914982,user_2884,Item_260,Toys
9513348207,45.26,3.4342060097574834,user_2725,Item_4020,Sporting Goods
3218934259,88.06,2.1496098961139642,user_694,Item_3699,Home
9573844352,34.33,4.191533511774477,user_6333,Item_1481,Jewelry
4790894239,157.8,5.417615138440109,user_1045,Item_6360,Music
2197743336,77.21,2.2877197391453845,user_2978,Item_4430,Jewelry
8168249959,11.33,1.2343129461636888,user_5779,Item_4105,Art
9332809688,79.69,6.665115455788445,user_6414,Item_3701,Jewelry
2219431313,31.78,6.964415158663389,user_8862,Item_268,Music
7380662465,31.96,1.9437718246213311,user_596,Item_157,Electronics
7220934306,49.35,3.3736011519569713,user_13337,Item_6430,Collectibles
1755593187,99.95,0.19279520510761594,user_5209,Item_1227,Home
1077633091,10.43,5.694307698243365,user_9207,Item_4137,Jewelry
3121257357,158.63,0.2670912362861716,user_12458,Item_8702,Fashion
1768037679,147.33,5.379692190775872,user_1158,Item_6699,Fashion
2323111039,15.5,1.9413530927023919,user_3522,Item_6448,Art
3330192559,273.24,6.546257928338563,user_10119,Item_1731,Music
7828443293,26.89,1.746540405273556,user_11009,Item_9084,Home
9499280101,65.41,6.993749819133184,user_9092,Item_1938,Art
3090541618,19.03,0.9647315494685462,user_1885,Item_560,Jewelry
9186631943,88.53,6.286992584604584,user_8093,Item_1035,Fashion
6798542612,19.42,1.1355200049791203,user_3034,Item_5276,Art
8065665120,40.11,5.779195205813362,user_5724,Item_7078,Toys
1988638203,1.43,2.0544326250588982,user_3435,Item_1705,Fashion
3144019247,18.8,3.1136736862362766,user_1387,Item_8191,Fashion
1187276799,16.81,3.6580571375978224,user_6023,Item_2550,Sporting Goods
5271561899,3.42,6.30675366189723,user_2781,Item_2303,Jewelry
2200702509,83.27,1.181432531514561,user_740,Item_7013,Sporting Goods
4794577925,20.85,6.622867883146971,user_6726,Item_2697,Music
5093412388,3.74,1.4991986117458405,user_2537,Item_7461,Electronics
3374107437,68.17,4.576798256137872,user_4595,Item_9587,Collectibles
3457977438,122.41,4.970623792873917,user_4675,Item_6414,Sporting Goods
1323609715,28.18,5.763480451962174,user_5657,Item_2011,Collectibles
1819956639,5.41,6.843925998400737,user_9954,Item_6630,Electronics
2695186921,3.45,0.4183394258429528,user_5577,Item_4880,Fashion
9289359170,7.62,5.462727586272045,user_161,Item_2084,Jewelry
6835343510,12.24,2.663160125377032,user_970,Item_1418,Toys
6386591870,257.67,4.9186027281187386,user_8561,Item_1922,Jewelry
6680312281,25.92,1.9359594474253121,user_2307,Item_3593,Electronics
4645008999,7.19,6.608040421921075,user_8954,Item_4513,Fashion
1586784136,15.83,5.250572490515178,user_12755,Item_7617,Automotive
2273501353,119.67,2.8815953594151225,user_1217,Item_3489,Electronics
3626431383,64.47,6.756170234108426,user_1308,Item_4111,Automotive
1350444347,35.02,5.498376027550785,user_6385,Item_9691,Toys
5317236102,27.05,5.008177275322693,user_4969,Item_5277,Automotive
3696785955,33.26,5.789995347527864,user_4949,Item_6774,Music
1834400275,39.93,4.549755638835237,user_10525,Item_1617,Automotive
1304688903,26.23,3.3228157773721945,user_1713,Item_8611,Toys
9708547726,37.43,1.9997822612734242,user_13988,Item_1505,Jewelry
7178199327,23.09,0.7371929004180079,user_13439,Item_5082,Collectibles
6704372274,11.86,2.851951821511459,user_14636,Item_2365,Automotive
1665898681,24.14,3.2966878665843526,user_8911,Item_5710,Automotive
4603191957,49.21,6.605042919103858,user_9503,Item_723,Fashion
8990377017,13.83,4.340519611960863,user_4473,Item_2491,Fashion
6369788720,54.88,0.350054870116431,user_2721,Item_2878,Collectibles
6597482766,89.62,0.1640772519936048,user_3429,Item_1376,Automotive
7601718762,49.87,5.892996664306777,user_10609,Item_294,Fashion
4555670279,16.88,4.146344798571086,user_737,Item_6829,Automotive
2166267963,37.16,3.942416556512048,user_14799,Item_6505,Sporting Goods
2963938918,39.81,2.497741254359514,user_2969,Item_9227,Jewelry
1834855903,42.06,5.02638355787175,user_8789,Item_3436,Sporting Goods
5164129137,197.95,5.831655858821691,user_11385,Item_8982,Art
5471350930,8.25,6.277193359275907,user_4979,Item_8559,Jewelry
2712922743,42.44,3.10789506254455,user_14217,Item_6769,Home
1791707097,20.49,0.582950054722642,user_2969,Item_475,Automotive
1347346749,7.43,6.075624167005023,user_618,Item_2438,Automotive
3957084555,7.32,4.780943128865734,user_10100,Item_970,Sporting Goods
1249939584,94.9,5.014666491649603,user_3805,Item_3922,Fashion
9225780345,6.14,6.605710596982417,user_3345,Item_1701,Automotive
2899888366,47.39,1.6072160850413653,user_8202,Item_2724,Automotive
6324846175,38.77,5.6706123298137365,user_14812,Item_9742,Toys
5698150005,11.83,3.026964180941108,user_11903,Item_3078,Toys
3741351296,90.31,6.5677521598879895,user_2001,Item_5193,Home
8430462300,8.02,2.2919888082080093,user_12950,Item_1339,Home
9794873794,17.13,4.036277039534556,user_12024,Item_2698,Toys
1516103253,8.94,4.652824148756615,user_5088,Item_8064,Toys
2468362012,82.92,0.2832639359068351,user_2333,Item_4019,Jewelry
5689241307,137.04,4.507307477790283,user_2772,Item_8333,Music
1404401198,44.63,4.8542612407945835,user_956,Item_8530,Home
2337509981,697.23,5.7997404819755864,user_7010,Item_4741,Music
9501932989,56.54,2.290013246977071,user_2047,Item_6429,Fashion
8573592537,70.71,5.036844444968211,user_12159,Item_7651,Music
2995758845,110.81,5.748548681946263,user_13787,Item_9449,Music
8085724004,14.78,5.741874210296531,user_5396,Item_8374,Home
9796346105,54.05,1.6786319616439784,user_5514,Item_3636,Jewelry
9371517173,10.38,6.683413750633195,user_1168,Item_2210,Sporting Goods
4808263267,6.81,5.094747931741966,user_2249,Item_3255,Music
6415496883,122.81,4.84907876341596,user_4803,Item_5733,Automotive
9655667081,11.94,5.682322387823936,user_8647,Item_6624,Fashion
9304045714,41.27,5.494234930422729,user_8645,Item_9544,Jewelry
7446917215,234.59,1.4806898411030904,user_56,Item_9383,Electronics
3316608503,3.77,4.237570898068773,user_10452,Item_1799,Automotive
3937602028,72.34,5.714994667699067,user_7568,Item_8812,Music
4724591067,32.26,4.696567182324915,user_11289,Item_7663,Music
7757559970,30.43,4.058118877178182,user_10582,Item_427,Home
4484095420,35.57,1.9220325703023438,user_13480,Item_9888,Home
3688390411,33.82,5.447815447941043,user_14103,Item_5041,Toys
3798105767,62.05,0.376950341167532,user_6685,Item_3303,Toys
6182669866,9.38,4.814641562734396,user_12435,Item_7134,Jewelry
1921653259,60.5,5.393846081042674,user_9137,Item_5552,Fashion
5462312700,8.56,6.48806584101287,user_3811,Item_5300,Home
3816307289,413.51,5.170802625310698,user_12526,Item_3475,Automotive
8222475721,29.2,3.6698377123952657,user_5005,Item_91,Sporting Goods
6757938685,41.07,1.3762425010680372,user_11974,Item_7394,Automotive
6414641778,277.26,2.788879254022807,user_10117,Item_5154,Fashion
3130464646,13.07,0.6629689191893433,user_10132,Item_1922,Sporting Goods
2496094321,32.67,3.0896645666485147,user_4829,Item_5292,Jewelry
5022873162,6.1,1.0359505946500787,user_9715,Item_2328,Home
1168303991,10.34,1.0685403368753166,user_4207,Item_9284,Home
5155726844,6.0,1.3721664017826678,user_2025,Item_9633,Automotive
3353521315,86.3,4.900459444907364,user_8864,Item_7732,Sporting Goods
7113761124,65.59,2.069777708207804,user_4141,Item_668,Collectibles
3441776023,19.6,4.760743303230576,user_5722,Item_5614,Art
4142403170,18.03,5.5452904422005975,user_4318,Item_5414,Jewelry
6368779760,106.14,6.6843086657747275,user_5109,Item_1903,Collectibles
7708166367,32.92,0.5880043784098093,user_8678,Item_1466,Collectibles
2024765707,11.7,0.12840837784522974,user_2496,Item_203,Jewelry
3919911094,120.04,2.979164650256716,user_9412,Item_3619,Art
4177883926,27.95,1.06432187518249,user_6123,Item_5374,Fashion
2023216482,74.64,1.6438334173430695,user_4450,Item_3595,Art
2622333213,36.1,6.7596780512041175,user_11826,Item_5901,Automotive
3294919024,400.73,6.986982098603581,user_432,Item_7882,Jewelry
7427681363,25.84,6.8958294220237,user_10561,Item_1797,Home
6573300620,2.97,6.367722406383773,user_13968,Item_3771,Sporting Goods
1229717603,25.19,6.867500891567968,user_8683,Item_1474,Toys
4638452114,45.59,1.2818595172887497,user_2852,Item_927,Home
8201671902,57.5,0.2141990046608394,user_3522,Item_2369,Automotive
9947638415,87.4,2.372740575939453,user_528,Item_9032,Automotive
1393866308,16.49,3.9878584884441417,user_11472,Item_4168,Home
3378136499,216.31,3.217967133488601,user_13877,Item_5419,Art
1487326758,105.4,6.933484947338546,user_3137,Item_1857,Sporting Goods
4998310068,38.75,1.4094192212527392,user_9176,Item_7063,Automotive
9479331513,14.4,1.4475626505179586,user_6102,Item_6411,Jewelry
9829899385,334.81,5.71420849223537,user_6887,Item_9069,Collectibles
4165543586,79.44,2.934422712206299,user_6598,Item_9307,Sporting Goods
9455295726,18.34,3.171588631757846,user_12762,Item_612,Fashion
8889699769,178.13,4.740866067742808,user_10075,Item_3031,Automotive
4601247461,43.14,6.015448681343927,user_9369,Item_6295,Music
1955958439,202.58,6.99919638052441,user_8294,Item_3265,Toys
6998572936,12.04,6.902908748207268,user_9538,Item_9469,Automotive
9125635354,26.04,5.962333937608847,user_13109,Item_3362,Music
5924630209,173.88,1.0971397445743518,user_14280,Item_8554,Home
3204719132,14.84,1.0231764313221952,user_6816,Item_3857,Jewelry
2001706917,24.43,5.091665405236713,user_7791,Item_6060,Toys
4781117269,1.24,3.9451220908492894,user_14558,Item_788,Home
3542142764,54.31,5.7137737078305495,user_7940,Item_3864,Automotive
8336582395,132.29,1.206911404391144,user_6359,Item_1241,Jewelry
2623444331,10.96,6.555293738212257,user_6247,Item_731,Home
8323281574,56.66,0.13915675054974452,user_6078,Item_7603,Electronics
6713391122,17.3,1.3528966195918097,user_4264,Item_4680,Jewelry
2740329713,5.41,3.4272537473520925,user_8439,Item_16,Art
8477425811,22.41,6.73198072712738,user_11043,Item_3153,Fashion
4533857662,16.62,5.967107897881349,user_58,Item_49,Fashion
4196364710,38.59,4.827115675296467,user_13141,Item_2803,Electronics
3925042050,22.94,5.526487334612513,user_7947,Item_8865,Collectibles
2020082523,164.81,2.2379702242851622,user_3404,Item_5764,Art
7013911544,16.96,4.809761753953902,user_14649,Item_2781,Sporting Goods
1356015512,28.35,5.992065762701508,user_14224,Item_3411,Collectibles
7169015412,44.14,4.684692509508607,user_3285,Item_8414,Automotive
8740000313,31.15,5.935429293328088,user_4833,Item_7126,Music
2385927470,17.42,5.278135403970123,user_12640,Item_432,Collectibles
1186404943,35.22,2.504957492916867,user_3011,Item_1080,Sporting Goods
9266280148,62.15,4.738834013689229,user_13952,Item_4564,Electronics
2086584483,97.36,3.4295700394272424,user_8606,Item_3461,Collectibles
6008857134,2.61,6.294788455251364,user_6197,Item_9568,Collectibles
1931188016,60.82,1.0550145919703109,user_8895,Item_2783,Toys
6559809166,14.74,6.553501408968513,user_5419,Item_6226,Music
3993270325,132.9,3.0414480939084063,user_13878,Item_6945,Jewelry
6945101570,101.37,3.192349379336748,user_3086,Item_2850,Sporting Goods
4930987466,100.56,5.577157327686049,user_1838,Item_8839,Art
6962567303,16.44,2.3352588682239586,user_2275,Item_1093,Electronics
6280210235,6.22,0.946180826365393,user_13001,Item_8409,Home
6437162011,152.22,5.863616357158847,user_9396,Item_169,Sporting Goods
2116476131,134.65,4.314934158014486,user_6235,Item_558,Collectibles
5433763262,2.99,6.5968894382680565,user_7723,Item_1624,Automotive
2201575112,172.46,6.100638345788488,user_2179,Item_518,Electronics
2766119412,50.7,0.627079787992005,user_14367,Item_9862,Collectibles
1572025740,38.8,5.428095047645706,user_14039,Item_4319,Collectibles
5622245410,12.34,2.099287167920821,user_13975,Item_9835,Automotive
5039553413,111.86,4.147275573312747,user_8197,Item_3591,Sporting Goods
7084418418,19.07,2.651936146626606,user_12475,Item_1588,Automotive
5650369033,18.96,5.7288591090184635,user_2874,Item_9707,Collectibles
7664019194,2.55,6.223466326064867,user_2870,Item_7444,Toys
1707957764,13.56,3.1256592343520957,user_13078,Item_668,Fashion
4339776373,10.07,1.778145363267694,user_4323,Item_5732,Toys
3063173777,2.74,2.5287015210560773,user_11557,Item_6389,Fashion
2618081546,215.0,1.7221781084159629,user_8792,Item_2627,Music
4219414297,28.51,4.889877596955933,user_8058,Item_4094,Music
8856200506,5.98,1.767857118923679,user_3745,Item_2874,Toys
1272781216,10.42,6.274160658765979,user_12459,Item_6563,Jewelry
5453116008,16.49,1.5239441253819912,user_2682,Item_8524,Music
1058720660,16.19,0.3076739188137825,user_8546,Item_4125,Music
8265858011,86.55,6.095484101818434,user_9942,Item_3126,Fashion
3294999748,23.97,2.5899184324833944,user_3156,Item_4507,Jewelry
9216984322,37.28,1.540793687056632,user_8586,Item_5853,Sporting Goods
3513198102,24.1,4.383589515231088,user_10369,Item_3634,Toys
4118665268,133.68,6.096750091286749,user_5637,Item_5237,Art
4251638985,172.98,2.710666803763614,user_6474,Item_7216,Electronics
6917823058,28.2,1.1463847261954268,user_3194,Item_3204,Music
2035451476,10.64,4.885185684861394,user_60,Item_2182,Art
6175630280,29.04,3.6489963220440638,user_442,Item_3477,Automotive
6374904320,0.99,4.189867258759722,user_999,Item_9833,Fashion
1890035971,48.24,3.861187661350521,user_12402,Item_7107,Home
9066896320,6.48,1.8722328769529626,user_1214,Item_6860,Sporting Goods
4251286503,25.4,6.257076324399563,user_14066,Item_281,Music
7434570489,58.32,4.586877260161092,user_4864,Item_5633,Toys
7340276661,16.7,3.9265361823303717,user_8436,Item_7429,Art
8865680642,19.57,2.3729385135024508,user_12489,Item_532,Jewelry
9452382955,45.13,2.8656694364011255,user_2971,Item_1370,Home
1379710429,16.95,3.8707463194982883,user_8488,Item_2498,Art
8695799034,100.41,3.051849653944317,user_9505,Item_4186,Music
3533841296,83.72,4.3854210049860995,user_12401,Item_379,Home
3746036109,65.42,6.155831693588549,user_4254,Item_8188,Automotive
8752607818,15.54,5.701080653186451,user_8422,Item_8023,Electronics
7946094783,65.9,1.6593478815229852,user_428,Item_736,Art
7906684721,13.58,2.6562725000274012,user_10602,Item_6931,Music
8029333841,29.82,6.75879457919195,user_8701,Item_565,Jewelry
7677882190,1.4,2.0615666924093743,user_10008,Item_2192,Fashion
9980785586,132.77,1.2749491195103253,user_15,Item_4815,Automotive
7231612896,263.02,3.049137586684677,user_7469,Item_3212,Music
4420820252,43.37,6.349949024292525,user_8906,Item_4638,Home
8597443856,4.96,4.4093018286005705,user_5526,Item_292,Electronics
7961307397,25.5,4.837847061334283,user_10577,Item_2737,Jewelry
2492129217,36.06,1.7777238603807808,user_8991,Item_3287,Collectibles
1898209917,33.76,1.042504700878347,user_9150,Item_6655,Electronics
2976196758,698.69,6.939598290120213,user_5058,Item_1456,Toys
8291426703,24.69,2.0274604095087083,user_2999,Item_2095,Sporting Goods
5179477151,16.56,4.983707861407318,user_6673,Item_5444,Toys
7880260156,40.27,4.762504794438296,user_7190,Item_934,Jewelry
6256391730,27.9,0.8750492383258353,user_11414,Item_5507,Automotive
2482118609,13.47,4.109726765075509,user_10540,Item_6374,Art
1136600085,4.0,0.7689050661018113,user_771,Item_6371,Music
3356714309,79.74,2.779254021338316,user_186,Item_7485,Fashion
3295331460,11.74,3.6919606133463976,user_10193,Item_1760,Electronics
2528971787,9.9,5.470533189279456,user_696,Item_1132,Automotive
9135601197,12.51,0.715476885627398,user_5631,Item_7862,Art
5847937456,5.73,6.5359979220667395,user_6717,Item_9667,Music
6712733913,72.77,0.5751837834346352,user_12178,Item_9156,Jewelry
2381187482,61.99,2.410086009376446,user_8821,Item_8290,Collectibles
1396385049,41.59,3.2910965820464937,user_13385,Item_9632,Electronics
3066503726,77.61,2.436612807306569,user_3280,Item_31,Automotive
3954012885,55.59,0.6282781620683084,user_12969,Item_7819,Art
5969181290,67.04,3.5420022931132267,user_5526,Item_7629,Toys
1011145552,295.7,1.7458053087860819,user_4115,Item_4615,Collectibles
9024292131,107.57,4.675663211926398,user_2403,Item_8613,Fashion
1362997767,40.89,6.567599173638981,user_12143,Item_2712,Music
3565289826,10.8,4.457668977719281,user_135,Item_5941,Toys
5235941555,4.88,0.930297930220023,user_2428,Item_9789,Automotive
6309080077,4.01,2.9442599748281886,user_8137,Item_4656,Electronics
8558950939,103.09,0.895914146854406,user_5633,Item_4799,Electronics
1267754137,16.95,3.1782773439378817,user_12643,Item_6290,Toys
5929501882,36.42,6.629804195063665,user_106,Item_5690,Jewelry
8514544490,10.55,2.118667548155209,user_6392,Item_211,Music
9720811515,467.13,0.510348754851764,user_14224,Item_825,Art
4724659985,3.84,3.215633887125352,user_519,Item_1820,Sporting Goods
6816015653,39.11,6.128800255322567,user_6583,Item_6671,Collectibles
4167131254,21.53,0.960449323592288,user_8791,Item_7922,Art
1782903323,33.85,5.169404401198712,user_8658,Item_6505,Art
7717178918,22.54,2.8831135382086197,user_7861,Item_7036,Fashion
4610821904,11.36,3.15479246211052,user_10736,Item_4528,Fashion
9973064277,8.66,5.354576579709739,user_9185,Item_9476,Art
7594216061,386.89,6.814053022804818,user_12652,Item_5578,Sporting Goods
2472859660,23.16,2.0186130739612254,user_7598,Item_435,Home
3059789457,49.93,2.8251285879341044,user_13286,Item_379,Sporting Goods
7690452078,4.89,0.4143607237664124,user_4886,Item_5303,Jewelry
3424330987,2.61,2.463263393663592,user_5991,Item_4360,Fashion
2449323108,14.7,1.672476769596216,user_10243,Item_3681,Home
9158923443,94.41,5.238657458410783,user_13838,Item_5794,Home
7904397119,34.26,4.839039396373061,user_4936,Item_916,Electronics
6344456122,17.32,2.307160205558742,user_4063,Item_2603,Fashion
2418835909,55.47,4.433923387867594,user_11349,Item_1695,Jewelry
5010175864,17.11,5.789155690272726,user_4788,Item_1807,Jewelry
1032359860,172.77,5.911836943197196,user_2453,Item_4858,Home
6262764308,181.47,5.540556199681971,user_9749,Item_519,Automotive
6864162885,16.56,2.480672497811152,user_1325,Item_6316,Jewelry
9967409085,13.04,3.3657519095623436,user_12887,Item_1953,Automotive
8756130653,30.33,4.53720459446491,user_8748,Item_1074,Electronics
9828964503,55.26,2.638010396767097,user_13953,Item_489,Music
9811707266,23.84,4.651181658659824,user_7442,Item_9792,Toys
9668285470,116.18,5.455908944994049,user_1666,Item_9723,Fashion
7768861651,45.54,0.6649896166893117,user_3187,Item_2469,Fashion
9482848885,122.23,2.801873648852576,user_11259,Item_2685,Sporting Goods
3107749981,8.61,4.340379543801407,user_7915,Item_5581,Electronics
4085750465,16.26,2.876380739875871,user_3171,Item_9901,Electronics
9452470169,62.79,4.184766804124515,user_12707,Item_9871,Jewelry
8348484931,35.29,3.903626050161246,user_12601,Item_6814,Collectibles
4162157587,26.44,6.240504719378475,user_1587,Item_5265,Home
3275645579,17.76,3.7270471814660953,user_10180,Item_406,Collectibles
8592555149,36.75,5.983377416380403,user_7243,Item_9370,Automotive
3173699965,183.81,0.7575742685083049,user_1539,Item_5262,Fashion
2585832837,2.97,4.219268713978688,user_1918,Item_3281,Sporting Goods
7246033399,27.59,3.098351499292963,user_8760,Item_617,Sporting Goods
7651199748,29.07,5.558071598921228,user_2925,Item_5836,Sporting Goods
3940212391,8.98,3.444082060664269,user_14484,Item_9647,Automotive
5672357971,27.46,5.346102227477605,user_5957,Item_970,Automotive
1596247870,4.63,1.9667437551169096,user_7823,Item_766,Jewelry
1011643208,16.43,4.388953785352909,user_8055,Item_9493,Fashion
1501205768,23.99,0.23484878716553292,user_14239,Item_7865,Electronics
5753237086,32.91,1.0236595153229349,user_12757,Item_8497,Electronics
4653846596,314.25,5.273957887820012,user_13434,Item_3090,Sporting Goods
8498903483,12.44,0.12003601631294558,user_4421,Item_6789,Automotive
9301905780,6.76,0.022182185717160907,user_13755,Item_9885,Collectibles
1880476065,108.91,6.596072026888483,user_3882,Item_4364,Home
5501532219,0.99,0.8578432544319204,user_11777,Item_8219,Electronics
4223381220,15.75,1.679645729111166,user_104,Item_6264,Automotive
8728953147,22.4,1.5414163430244658,user_3592,Item_6642,Jewelry
8838885154,10.7,3.4898106737666206,user_9066,Item_9396,Home
1800603300,29.55,6.827584813755772,user_1833,Item_7531,Automotive
2012288338,15.21,0.5105512025691938,user_9729,Item_6205,Home
9194222653,4.1,6.147283765489636,user_3251,Item_4651,Art
3526757929,69.53,4.0371669775484005,user_5020,Item_3983,Sporting Goods
3933385617,72.83,4.709076227189028,user_1756,Item_6100,Jewelry
9159009567,10.13,5.4728667919265135,user_7754,Item_2882,Music
7613309280,17.3,6.08530655213894,user_4137,Item_7018,Collectibles
2526270096,307.13,6.0758158957542525,user_9364,Item_8047,Collectibles
2681402862,56.72,5.156512268103056,user_1041,Item_8828,Jewelry
5581094196,33.12,2.517486859913088,user_12339,Item_3339,Electronics
6724400194,230.66,5.664793909457224,user_8426,Item_5660,Music
3127828256,4.73,2.2579714169982283,user_14047,Item_1218,Home
8526514104,2.89,4.539072534537646,user_741,Item_2905,Sporting Goods
4036457980,40.46,3.3940178801105287,user_4954,Item_3375,Electronics
4343941018,90.75,6.2971151736725055,user_10794,Item_8252,Automotive
6173479619,4.25,0.2858421447210132,user_9811,Item_6682,Jewelry
8361849153,6.96,2.6493274693498305,user_6854,Item_2019,Toys
7416601604,85.77,0.01217383056003063,user_7079,Item_8265,Collectibles
1442020981,8.31,2.1391901850482924,user_9118,Item_4311,Music
7599137164,24.35,0.2957637953390915,user_9569,Item_46,Sporting Goods
3318683783,42.6,0.9285125582605869,user_5717,Item_443,Art
3088889500,104.15,1.5708673703825808,user_13977,Item_516,Electronics
5347379098,22.93,1.8457589840005881,user_8003,Item_897,Sporting Goods
4551073939,59.79,0.5435298321700267,user_4419,Item_5301,Collectibles
6766097767,7.48,6.431076453926406,user_11671,Item_9177,Toys
6271432325,67.13,1.2230976358254328,user_8287,Item_687,Toys
7936158570,11.13,1.0762693998494823,user_9828,Item_6746,Collectibles
1597499495,6.32,4.038419990546888,user_1989,Item_9677,Collectibles
5727876817,394.74,3.655308068082941,user_689,Item_6130,Art
2099578336,297.67,3.9677336173186375,user_3818,Item_2460,Art
8607446512,39.56,1.2767094308156866,user_5249,Item_118,Toys
